,Gender,First Name,Last Name,City,State,Country,Age,Annual Vacation Days,Average Monthly Spend on Entertainment,Number of Online Purchases in Last Month,Number of Charity Donations in Last Year,Average Weekly Exercise Hours,Investment Portfolio Value,Health Consciousness Rating,Education Level,Average Daily Screen Time,Environmental Awareness Rating,Social Media Influence Score,Risk Tolerance in Investments,Number of Professional Trainings Attended,Tech-Savviness Score,Financial Wellness Index,Lifestyle Balance Score,Entertainment Engagement Factor,Social Responsibility Index,Work-Life Balance Indicator,Investment Risk Appetite,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
64380,male,Barış,Körmükçü,Samsun,Kahramanmaraş,Turkey,49,13.8411,42.1762,135.4595,0.0,0.0,0.0,1.1005,3.5218,2.0812,0.5856,4.9649,6.1672,3.9077,12.8367,315.4227,12.0935,2.2342,0.0,0.099,3.706,0.0045,3.9851,39.2562,Investor
352858,male,Hugo,Luevano,Ejido El Quemadito,Yucatan,Mexico,28,32.8626,36.1576,122.1188,0.0,0.0,2.2047,0.6708,5.4651,2.4173,0.4755,6.0105,7.6917,2.8491,12.0966,20.1305,32.3946,2.2016,0.0,0.0,7.0897,0.0064,4.7908,13.5133,Investor
296982,female,Faith,Gilbert,Ashbourne,Westmeath,Ireland,40,26.0237,10.3467,182.3683,1.2791,0.0487,5.1093,0.9634,12.5677,3.2214,0.7956,3.8748,8.9372,1.3904,14.7449,49.9235,27.2356,1.936,0.0682,0.0021,7.3768,0.0456,4.537,3.0704,Investor
43077,female,Arkadiya,Brodovich,Vizhnicya,Odeska,Ukraine,23,33.1799,7.2146,96.5754,0.0,0.0108,3.3931,0.7818,5.3531,6.1281,0.436,2.4628,7.2302,2.6938,11.5849,169.3539,35.7829,1.5542,0.1275,0.8128,0.0,0.0184,2.3849,18.7152,Investor
245508,female,Daniela,Álvarez,Oviedo,Navarra,Spain,52,0.0,3.3512,118.0391,2.3317,0.0625,0.0,0.7038,7.9506,8.2214,2.7157,2.6311,10.3094,3.7102,12.9484,18.8952,0.0,1.3997,0.2789,0.0,4.8645,0.0442,1.6444,52.7137,Investor
4915,male,Jack,Rose,Drogheda,Sligo,Ireland,38,50.4855,39.8814,107.0829,0.0,0.0231,12.1402,0.7226,3.4028,3.8259,0.718,4.2676,7.0448,3.3916,11.7655,267.483,49.8784,2.1403,0.0,0.6588,4.8918,0.0099,4.3949,30.4082,Investor
415673,male,Ekkehart,Angerer,Güsten,Sachsen-Anhalt,Germany,54,13.8868,22.6471,166.3353,0.0065,0.0,0.0,0.765,5.5707,6.9572,0.4857,4.696,5.435,4.3883,14.9403,57.658,14.9127,2.0507,0.0,0.0,3.1293,1.4066,3.4409,69.483,Investor
461142,male,Samaksh,Sullad,Shivpuri,Sikkim,India,58,11.4747,41.5504,157.1206,1.231,0.0526,4.8861,0.6975,4.1443,5.2958,1.7908,4.6912,14.2836,5.3701,14.506,57.2994,11.5925,2.2326,0.0884,0.3472,7.5128,0.0114,3.7579,102.396,Investor
448614,female,Saana,Erkkila,Lemi,Åland,Finland,50,16.6822,11.1212,154.4696,0.0899,0.0538,2.2896,0.7484,5.3278,4.3986,0.6137,4.1394,7.4966,2.384,14.1618,177.7912,17.9118,2.0116,0.0,0.0137,0.1783,0.0,3.7502,11.6709,Investor
391140,male,Aldo,Samaniego,Guadalupe Victoria (Mp.Asención),Nayarit,Mexico,19,10.6788,12.5332,48.415,0.0,0.2643,16.673,0.7577,4.8334,4.3422,0.5713,1.8502,7.5029,3.6245,8.6925,247.7813,6.8535,1.3991,0.0,0.1217,1.2945,0.0072,1.6175,41.1079,Investor
323482,female,Avery,Fox,Truro,Tayside,United Kingdom,48,27.0389,6.6578,133.8,0.2078,0.0,8.4811,0.7555,7.962,6.1557,0.7641,3.9704,6.1302,2.9851,13.3953,172.9791,30.263,1.8927,0.0,0.0669,2.2935,1.1585,3.5227,29.6751,Investor
114835,male,Mihailo,Milutinović,Mali Iđoš,Prizren,Serbia,45,17.0931,7.3792,130.8184,0.7111,0.0956,8.326,0.7287,6.2125,7.3174,2.0716,3.6804,11.3702,2.4501,13.451,109.3526,20.6391,1.9089,0.0,0.0069,0.0,0.0218,3.4944,13.6017,Investor
66353,male,Lars,Lynum,Holme,Vestfold,Norway,33,37.3222,58.0476,154.6609,0.0,0.0453,35.2331,0.6675,2.9591,1.6289,1.0602,2.5693,15.9375,2.0198,13.2064,181.7385,33.2925,1.7129,0.0,0.315,7.2777,0.0,2.7809,5.8915,Investor
428319,female,Susie,Wood,Shannon,Louth,Ireland,20,21.2877,46.621,134.2149,0.0,0.1003,126.0108,0.855,7.1007,6.1995,0.9621,3.9303,9.0018,3.2283,13.1386,55.846,21.6767,2.0539,0.1659,0.0261,2.7257,0.0009,3.9939,27.4443,Investor
87747,female,Madison,Abraham,Burlington,Yukon,Canada,51,17.5885,17.5992,134.8704,0.0,0.1796,1.0035,1.145,2.7169,2.0225,0.1963,12.3205,19.1807,0.6802,12.497,40.5024,17.1171,1.8381,0.0,0.0139,7.3113,0.1517,3.3206,0.0,Investor
403920,female,Romana,Lopes,Campo Largo,Rio de Janeiro,Brazil,24,23.3706,8.4788,158.7278,0.0284,0.0289,1.7811,0.8354,7.8802,2.2257,0.5627,3.1705,7.6251,3.8303,13.6868,250.821,23.2054,1.8169,0.0,0.4745,0.0,0.006,3.052,34.2405,Investor
303611,female,Nelli,Salmi,Reisjärvi,Satakunta,Finland,47,28.3887,5.2044,105.849,1.9329,0.0919,5.9693,1.2487,3.9415,6.5883,0.5147,3.1373,4.9579,3.858,12.2074,90.9064,33.5808,1.7364,0.1382,0.5394,4.2032,0.0127,4.2908,58.3081,Investor
390691,female,Hannah,Freeman,Atlanta,North Dakota,United States,26,24.1903,8.3473,120.451,0.0203,0.0191,7.164,0.8353,7.2577,4.0743,0.716,3.603,7.1631,3.9387,12.6384,251.8922,24.5857,1.9367,0.0,0.0162,1.4657,0.0168,3.6201,50.9461,Investor
346573,female,Neea,Aalto,Saarijärvi,Southern Savonia,Finland,39,7.1229,6.3361,184.9116,0.6667,0.0,4.6097,0.7335,6.7564,4.4707,0.803,3.2548,7.6179,4.9151,15.1029,231.655,6.6547,1.8986,0.0236,0.0762,4.4404,0.0025,2.5624,97.8202,Investor
391901,female,Chloe,Jordan,Manchester,Avon,United Kingdom,32,23.443,10.4777,165.7016,0.0,0.0811,37.5569,0.8269,4.3541,4.5658,0.6046,1.3597,8.8002,4.8221,14.3782,56.9205,23.313,1.1991,0.02,0.0,6.3666,0.036,1.3754,93.7913,Investor
264211,female,Martha,Holmes,Chesapeake,Hawaii,United States,19,20.3164,6.7755,151.3965,2.4909,0.0,6.1529,0.6008,8.6181,6.5908,1.1097,4.6342,7.8887,4.3412,13.7838,22.249,25.0428,2.0145,3.7527,0.0511,6.1169,1.4045,4.1586,67.3116,Investor
338952,female,Laíssa,Nogueira,Magé,Rondônia,Brazil,29,25.4869,10.9266,113.9507,0.0,0.5455,19.4868,0.7285,10.0317,8.3673,1.5516,2.9883,10.4997,4.1332,12.5121,7.1573,27.0791,1.8255,0.0012,0.5891,7.0615,0.0018,3.2057,81.1328,Investor
384428,female,Elizabet,El Idrissi,Zuidbroek,Drenthe,Netherlands,23,17.4674,10.1409,125.6866,0.0,0.0346,60.505,0.7728,6.8567,4.8914,0.5614,3.3338,7.4316,5.7121,12.9255,221.517,16.8255,1.9283,0.016,0.7713,6.2845,0.0085,3.114,97.8647,Investor
420845,male,Augusto,Pulido,Piste,Hidalgo,Mexico,20,15.9261,41.2962,196.6425,0.0,0.0,2.7514,0.8212,3.636,4.4982,0.7087,4.2601,5.4649,2.6543,15.6373,97.1166,17.2116,2.029,0.0,0.1307,1.0259,0.0183,3.6759,17.3307,Investor
279970,male,Liam,Li,Fauquier,Québec,Canada,29,7.9785,4.791,82.1106,0.1013,0.0316,0.0,0.7299,5.2896,1.9651,0.2532,0.6451,6.9251,0.9602,9.9518,39.2533,5.7288,0.7116,0.14,0.8308,0.0092,0.0137,0.4396,0.3578,Investor
300143,male,Pahal,Bangera,Tenali,Bihar,India,55,8.814,42.4063,185.054,0.0,0.0,4.2149,0.7983,3.5818,6.7058,0.4697,3.8543,6.6479,2.4198,15.7568,50.3228,6.1143,1.9925,0.0,0.2314,3.405,0.0,2.9375,16.2326,Investor
321872,male,Enzo,Guerin,Paris,Paris,France,61,34.8049,42.5321,96.779,0.0,2.2688,17.0473,0.7193,6.3272,10.4145,1.591,4.3327,9.9152,2.7319,12.3522,53.1832,38.6643,2.1346,0.0335,0.8531,6.0687,0.0,4.3482,27.5921,Investor
313834,female,Sofie,Larsen,Aarhus N,Syddanmark,Denmark,29,12.0594,4.4615,139.6142,1.2103,0.0,0.0,0.9889,5.653,8.366,1.1131,3.6698,7.6264,3.5444,13.8626,279.4242,14.4196,1.9393,0.0927,0.0155,3.0244,0.0225,3.3485,43.6205,Investor
294384,male,Budimil,Bilostockiy,Brovari,Vinnicka,Ukraine,33,13.512,43.4653,144.7577,0.0738,0.0667,8.7462,0.6253,10.5499,2.1142,1.4119,5.0454,14.227,2.0492,13.0991,8.1451,11.3989,2.1989,0.1123,0.0,7.4398,0.0179,3.9793,6.5356,Investor
16427,female,Warda,Meertens,Heteren,Overijssel,Netherlands,38,21.4971,28.0968,139.0315,0.4319,0.0241,0.2628,0.9365,6.4692,5.1511,0.5441,4.8718,6.8925,3.9774,13.4743,120.9338,25.4034,2.1288,0.0953,0.0079,0.0,0.0121,4.9491,57.4157,Investor
366399,female,Inaya,Mathieu,Dunkerque,Pyrénées-Orientales,France,27,31.9258,43.9771,182.9277,0.0176,0.0,6.9896,0.6033,10.0365,4.7386,0.7081,5.2133,6.0075,0.5633,15.408,0.0,34.3514,2.1847,0.0765,0.0178,3.0184,0.0,4.8309,1.067,Investor
20521,male,Julius,Toro,Vaasa,Satakunta,Finland,37,9.8991,41.8656,120.42,0.0029,0.0197,2.1919,0.6792,9.1464,5.4327,0.5999,5.2466,10.6776,3.7622,12.9835,107.6152,9.7896,2.359,0.1184,0.0383,7.6024,0.016,4.3394,47.0743,Investor
460345,female,Afşar,Gümüşpala,Niğde,Osmaniye,Turkey,36,15.3439,12.5743,124.6678,0.3322,0.0487,9.2161,4.4894,5.4719,1.3823,0.5682,2.2077,5.2247,1.6864,12.3088,122.2422,17.6497,1.5265,0.0,0.077,0.7091,0.9613,3.3837,5.9575,Investor
334623,male,Jone,Dinh,Tveitsund,Møre og Romsdal,Norway,28,16.6884,47.3453,102.4922,0.0416,0.1862,21.2751,0.5921,8.8832,5.7035,1.1267,2.9222,23.0839,0.0,11.5862,158.9853,13.9229,1.987,0.1201,0.7065,6.5306,0.0,3.2714,0.0,Investor
263197,male,Josef,Murphy,Kilcock,Cork,Ireland,50,7.8458,40.9519,151.9801,0.6024,0.0361,11.4258,0.7497,7.3894,3.0692,0.4839,5.8022,4.0843,3.8696,13.7889,56.7454,6.3204,2.3219,0.0798,0.1226,4.1725,0.0,4.8035,42.2018,Investor
210145,male,Carlos,Gómez,Oviedo,Comunidad Valenciana,Spain,28,12.0785,6.2268,89.1708,0.0609,0.0,2.4069,0.6366,2.4443,1.5116,0.551,3.6147,10.3198,2.4665,10.3552,58.995,11.3702,1.9541,0.0,0.0025,7.068,0.0,3.3436,8.6728,Investor
241472,female,Emilia,Gallardo,Valladolid,Cantabria,Spain,37,29.4803,12.2297,146.2829,0.0,0.0598,0.0,0.6629,7.066,7.3659,0.6367,4.8968,6.3317,3.2665,14.1789,68.1452,32.6764,2.0101,0.0,0.0,3.4962,0.0372,3.9085,36.5789,Investor
160331,female,Lucia,Moreno,Mérida,Cantabria,Spain,31,24.8918,7.8483,134.0134,0.0698,0.0372,13.5791,0.7753,7.2198,5.2544,0.776,1.2927,6.9236,3.1258,13.088,126.0867,24.855,1.1659,0.0,0.0,4.1343,0.2301,1.3166,26.2114,Investor
223474,male,Nihal,Kavser,Raurkela Industrial Township,Odisha,India,39,17.7746,13.2996,85.7723,0.0,0.6599,71.2776,0.6149,9.8334,4.0785,0.9078,1.307,9.6657,2.8459,10.1307,126.9031,13.5905,1.3121,0.0,0.3202,2.4201,0.0,1.3953,16.2052,Investor
62165,female,Amber,Lewis,Wellington,Wellington,New Zealand,27,31.8244,14.8903,113.5002,0.6054,0.0215,7.6854,3.5183,2.6346,4.1479,0.6583,3.0391,7.1727,4.4849,12.3627,138.671,34.554,1.8752,0.0,0.0001,6.6179,0.0128,4.8546,85.4662,Investor
351010,male,Fernando,Gallego,Guadalajara,Aragón,Spain,25,30.0148,6.6199,158.9862,0.466,0.0277,2.0441,0.7166,5.7317,5.5879,0.7065,3.4592,16.2346,1.56,14.5435,136.5979,32.8427,1.9008,0.0225,0.2574,7.8787,0.0014,3.7139,3.5131,Investor
334296,male,Jackson,Curtis,Brighton and Hove,Bedfordshire,United Kingdom,49,28.1294,6.6688,115.3262,0.1259,0.1304,16.6672,0.7878,6.2505,4.2065,0.4754,15.3616,4.2032,3.4356,12.5434,67.2381,31.1955,1.7398,0.1087,0.3208,6.8318,0.0125,3.2982,30.1256,Investor
120798,male,Amin,Bjorøy,Lonevåg,Aust-Agder,Norway,37,24.7049,10.2855,180.6397,0.0,0.0944,20.329,0.8122,1.7167,1.8713,0.607,1.861,7.4243,3.0802,14.2924,156.8733,21.558,1.4182,0.0,0.4193,3.4552,0.0,1.892,16.6595,Investor
455507,female,هلیا,كامياران,سنندج,هرمزگان,Iran,32,24.7884,37.8292,122.4321,0.0,1.1283,1.8268,1.0799,4.7049,4.9553,0.5528,3.3128,11.6688,3.3365,12.8978,158.9867,25.3535,1.9365,0.0495,0.012,7.0757,0.2027,3.3482,33.452,Investor
50796,female,Brooke,Wood,Upper Hutt,Bay of Plenty,New Zealand,38,6.278,5.5137,142.5245,0.0,0.1031,0.0,0.8998,1.1899,4.096,0.4322,1.5852,5.079,3.3202,13.5012,135.7324,6.3565,0.8529,0.0192,0.4653,0.9336,0.0078,0.8567,28.8192,Investor
131317,female,Célia,da Luz,Divinópolis,Amazonas,Brazil,37,22.4512,40.2683,122.2188,1.0029,0.0406,4.8082,0.6487,10.9587,4.41,1.2736,5.1284,8.335,4.761,12.8364,127.0211,25.511,2.2341,0.0304,0.0696,2.126,1.2512,4.7256,75.8037,Investor
448791,female,Johanne,Jørgensen,Nykøbing Sj.,Nordjylland,Denmark,34,15.7474,40.8642,204.1406,0.0578,0.0811,4.6229,0.6877,4.5226,8.1928,0.499,5.427,6.0551,3.2022,16.5682,38.7064,16.9887,2.344,0.0949,0.0306,4.6901,0.0076,4.7827,36.8713,Investor
264435,male,Wayne,Chambers,Wells,Clwyd,United Kingdom,36,13.2197,20.6797,149.5043,2.3019,0.0343,7.0185,1.4012,2.1173,5.2513,0.5544,3.4449,5.5195,2.9421,13.9978,94.8445,15.1078,1.9459,0.0,0.104,2.2556,0.0161,4.6742,22.1019,Investor
365344,female,Hailey,Smith,Victoria,British Columbia,Canada,48,17.6995,7.1791,213.7589,1.8769,0.0105,6.3769,0.7091,8.974,5.407,1.1091,3.0812,9.5317,2.2087,16.5219,44.7345,20.0696,1.7541,0.1054,0.0191,3.4626,0.0072,3.025,10.8653,Investor
221115,female,Ceyhan,Aybar,Bilecik,Kilis,Turkey,30,41.0191,19.1938,146.3966,0.0,0.3511,0.93,1.6069,10.4026,1.6749,0.5004,0.9925,8.5855,4.184,12.4094,189.3462,36.5411,1.2533,0.0,0.0602,5.9885,0.0,1.4663,56.5359,Investor
420688,male,Carl,Johansen,Ansager,Nordjylland,Denmark,54,27.7081,41.3394,103.1774,0.0573,0.1885,0.0,1.169,10.7415,7.4434,0.775,5.5494,5.695,4.4915,12.1667,262.3019,32.9379,2.34,0.0,0.0172,3.2209,0.7926,5.1295,74.4887,Investor
19273,male,Dwight,Otterspeer,Harich,Zuid-Holland,Netherlands,34,26.0679,9.1153,110.9612,0.1417,0.0,1.8365,0.6376,9.4772,3.9757,0.5293,3.1908,9.1465,1.7696,11.9553,55.3317,25.5009,1.6634,0.0,0.2265,6.6388,1.8397,2.7516,8.2483,Investor
182763,male,Loïc,Michel,Montpellier,Haut-Rhin,France,22,36.7496,16.4504,97.662,0.0,0.5555,32.4555,0.5448,11.0086,4.509,0.9169,1.7152,14.3796,3.5875,10.9442,244.2213,32.6162,1.4843,0.05,0.0388,6.5715,0.0,2.1243,42.4684,Investor
466046,male,Jacob,Hall,Hastings,Hawke'S Bay,New Zealand,26,22.0439,10.9057,134.594,0.0449,0.0162,23.7376,0.7524,7.0571,6.9014,0.7085,1.842,16.5487,0.3836,13.5182,218.6717,21.0487,1.463,0.0,0.0073,7.3054,0.0,2.1118,0.3057,Investor
1446,male,Blake,Novak,Glenwood,Saskatchewan,Canada,37,9.4143,9.6127,184.1706,0.0,0.0,2.4669,1.0495,11.3884,4.0004,0.6348,3.6002,7.5518,3.046,15.1622,109.5249,9.6794,1.8704,0.0838,0.1719,7.9333,0.0129,2.8818,22.5242,Investor
375770,female,Danica,Jeremić,Lapovo,West Bačka,Serbia,45,10.4197,5.1399,176.4313,0.1828,0.0169,0.2506,0.7501,7.5897,6.9013,1.808,3.2345,5.6547,1.1078,15.2306,0.0,9.0521,1.5951,0.1092,0.9925,4.0628,0.0229,2.0284,4.7301,Investor
115853,male,Lennon,Elschot,Bruinisse,Drenthe,Netherlands,36,15.6158,41.1526,151.7416,0.0,0.1513,84.3966,0.8424,10.874,4.1592,0.6734,4.0321,7.4603,3.2137,13.566,170.08,13.4779,2.0578,0.1341,0.7058,0.6395,0.0,3.4377,24.3241,Investor
180110,female,Evelyn,Gautier,Morbio Inferiore,Vaud,Switzerland,22,27.6371,6.9894,155.8938,0.0189,0.009,0.0,1.7356,3.1808,5.8115,0.5714,2.4914,5.6885,3.5877,14.3376,196.8237,30.0297,1.5169,0.0512,0.345,1.1586,0.0145,2.5911,41.0407,Investor
267397,female,Esma,Erçetin,Kayseri,Ağrı,Turkey,33,10.0976,17.5427,156.7924,1.7255,0.0,15.278,0.8772,6.5129,7.4147,6.6205,3.5078,14.1883,2.4663,14.3377,60.6433,12.6796,1.9407,0.0,0.5671,0.0,0.0042,3.1138,17.759,Investor
325499,female,Sofia,Kristensen,Klitmøller,Sjælland,Denmark,34,15.552,45.9369,75.8778,0.0,0.1282,9.1776,0.7443,10.5159,7.147,0.5549,4.861,6.9381,4.938,10.8266,314.935,15.8858,2.2429,0.1674,0.5057,0.5917,0.0191,4.2554,98.8878,Investor
138446,female,Malou,Møller,Beder,Syddanmark,Denmark,41,6.5065,7.7191,167.2362,0.0509,0.0,0.0,0.9858,7.0678,1.2099,0.5554,3.2383,6.2689,3.6312,13.7745,279.4478,4.0923,1.8058,0.0,0.0303,4.2581,0.0041,2.3835,24.7244,Investor
339763,male,Oswaldo,Urías,Río Laja,Veracruz,Mexico,20,27.8707,7.5727,149.3503,4.2127,0.0435,1.0399,0.7407,9.925,6.0905,4.2196,3.1273,15.6457,2.4198,14.2743,0.6775,33.0642,1.8061,0.0217,0.0098,7.8357,0.016,3.2094,12.6292,Investor
25640,male,Albert,Woods,Dublin,Wexford,Ireland,23,12.8568,11.4138,114.0059,1.6975,0.0076,8.0019,2.4061,4.5547,1.2532,0.6316,2.8573,14.1694,0.9171,11.3799,104.7942,12.5089,1.8332,0.0,0.0603,7.4634,0.0,4.1586,0.0,Investor
104201,female,Lalita,Helderman,Westknollendam,Limburg,Netherlands,31,39.0129,7.2181,167.5088,0.1529,0.1177,12.6171,0.6101,5.7754,4.9854,0.2975,11.084,4.3487,2.0329,14.8608,37.5096,44.3706,1.7711,0.1228,0.5623,0.7938,0.0,3.2375,7.9617,Investor
457125,female,Rosalia,Garcia,Prez-Vers-Noréaz,Genève,Switzerland,22,35.9823,12.0442,153.8742,0.0,3.9607,59.4251,0.9406,9.0481,4.9158,2.6372,1.71,9.9369,3.0477,13.8568,72.1885,34.0763,1.4902,0.0309,0.4529,4.3312,0.0031,1.9273,25.0209,Investor
19564,male,Alexis,Chevalier,Tourcoing,Hérault,France,54,35.0756,6.9231,123.8587,0.0,0.0,151.4317,0.8568,3.614,6.5075,0.7178,2.2577,7.3571,3.1812,12.7901,69.9752,35.6404,1.5976,0.0,0.4697,4.4207,0.0035,2.4447,27.9195,Investor
378141,female,هستی,حیدری,تهران,خراسان رضوی,Iran,19,9.9057,5.8846,212.7071,0.0,0.0,3.3367,0.8233,9.3562,4.1672,0.6017,3.5031,6.0873,3.5448,16.1012,105.5855,10.0629,1.6434,0.1473,0.0,7.679,0.0553,2.2915,34.0141,Investor
136970,female,Tanja,Tripković,Šid,Rasina,Serbia,21,12.1178,6.5181,129.7052,1.3281,0.0,1.4905,0.8512,3.8997,3.8627,1.0908,1.8207,8.7805,3.675,12.9832,240.5239,12.7027,1.456,0.0469,0.0917,6.1331,0.0014,1.7945,36.518,Investor
198285,female,Amber,Williams,Whanganui,Hawke'S Bay,New Zealand,33,2.7232,45.7221,107.4176,0.0,0.2224,4.3361,0.741,7.2875,6.6294,0.5163,5.8756,7.6523,6.389,12.2762,9.2673,0.0,2.4882,0.0283,0.677,6.2158,0.0143,4.289,100.6862,Investor
368811,female,Johanna,Nesse,Bøverbru,Nord-Trøndelag,Norway,22,31.6863,52.7907,112.4342,0.0,0.7264,11.0517,0.7732,9.6825,7.8234,0.4618,4.0861,7.6601,3.4129,12.6547,168.9481,33.0523,2.1621,0.0332,0.7303,1.2071,0.017,4.4032,39.0646,Investor
312111,male,Josep,Ferrer,Cuenca,Galicia,Spain,34,4.6143,6.8773,125.4303,2.6804,0.0447,9.9671,0.8329,8.0532,7.742,1.4465,3.341,15.8512,5.951,13.4299,64.3608,4.5512,1.9685,0.1376,0.7521,7.2206,0.0007,2.8462,101.1419,Investor
386780,female,Wilma,Warsame,Yli,Trøndelag,Norway,55,34.6834,11.1563,219.7949,0.0,0.0,0.0,0.8542,6.68,3.6968,0.4657,3.2442,6.0011,2.3402,16.2705,321.9886,35.8705,1.5585,0.0,0.0148,0.0,0.0101,2.3803,10.7703,Investor
122215,female,Lola,Boyer,Lyon,Manche,France,58,26.7777,46.6023,156.6951,0.0,0.0209,4.5231,0.7278,10.8497,6.2844,0.5101,5.345,7.5873,2.7106,14.5476,29.6705,28.2628,2.3738,0.0506,0.2647,4.0812,0.0169,5.4276,20.5599,Investor
6904,female,Margaretha,Doll,Gießen,Saarland,Germany,21,22.6437,7.8363,165.0297,0.0,0.038,7.3271,0.742,5.6881,5.073,1.9536,4.5318,5.5832,3.4238,14.5971,0.0,24.0888,1.8969,0.1362,0.0177,7.0086,0.0155,3.5175,34.621,Investor
199800,male,Hansgeorg,Yilmaz,Lebus,Hessen,Germany,25,20.2371,4.2847,138.5133,0.123,0.2747,0.0,0.7873,1.1898,4.5106,0.7213,1.0353,11.2544,3.9299,12.69,114.3542,19.9808,0.6292,0.1138,0.0,6.8077,0.2807,0.6445,48.9482,Investor
5780,female,Kay,Riley,Virginia Beach,Indiana,United States,46,16.4128,12.8283,117.6362,0.0001,0.0669,10.7371,0.7752,4.4818,7.8821,0.7941,3.5945,6.1505,3.2653,12.8649,314.1882,16.7452,1.9579,0.0,0.1083,1.6252,0.0156,3.4099,35.4491,Investor
298551,female,Melike,Erkekli,Afyonkarahisar,Afyonkarahisar,Turkey,48,1.4614,45.9275,157.5768,0.0,0.1492,7.3609,0.6825,10.7581,3.6984,0.5461,3.6424,6.4172,2.8626,13.8599,378.3214,0.0,1.9041,0.2946,0.0027,2.2273,0.0025,2.7227,18.0051,Investor
419210,male,Tevfik,Weustink,Nes Ameland,Friesland,Netherlands,20,27.1397,38.3892,118.7329,0.0009,0.2972,12.8889,4.0872,2.713,5.9826,0.6158,11.4172,9.9738,4.4282,12.964,100.3746,33.3173,2.2442,0.1815,0.7614,7.2623,0.0118,5.3679,81.5005,Investor
344290,female,Yasemin,Dağdaş,Niğde,Amasya,Turkey,39,51.9319,11.6802,100.7747,0.0,0.7388,15.092,0.481,7.6607,8.4833,0.9457,2.8165,9.4436,5.7031,11.6372,50.6638,48.4816,1.7937,0.115,0.5031,0.0,0.0,3.1332,98.3395,Investor
418638,male,Justino,Santos,Alvorada,Santa Catarina,Brazil,19,11.9825,44.6857,143.5106,0.0,0.0867,35.3649,0.7962,1.5979,5.4112,0.6299,3.8765,7.0273,2.8288,13.5833,182.6141,8.6232,2.0589,0.0,0.4434,5.2261,0.0097,3.1691,18.3007,Investor
87432,female,Irma,Ortiz,Warrnambool,New South Wales,Australia,46,9.3353,8.366,164.5861,0.2775,0.0,1.258,2.7616,1.4382,1.2854,0.5395,3.3821,4.7296,3.0398,13.7678,142.6688,8.4667,1.8132,0.0,0.1636,1.8424,0.0,3.5776,14.6457,Investor
190254,male,Balveer,Bal,Saharsa,Chhattisgarh,India,34,5.4354,65.844,123.6889,0.0,0.0,8.872,0.6119,3.0154,1.873,0.5324,3.9876,7.8297,1.6458,12.281,271.3609,2.8164,1.943,0.0,0.2097,4.4322,0.0,2.8155,5.573,Investor
370948,female,Leah,Wright,Invercargill,Bay of Plenty,New Zealand,27,29.5071,9.2008,129.4389,0.0,0.0405,0.5023,0.777,3.5818,3.7717,0.5859,2.9846,6.4601,0.6906,12.9494,55.3,29.7244,1.7695,0.001,0.2739,4.2632,0.0136,3.1335,0.4063,Investor
306939,female,Heloísa,Cavalcanti,Anápolis,Santa Catarina,Brazil,25,43.1585,11.4271,185.3199,0.0,0.2464,8.8151,0.7356,8.2589,3.3277,0.4541,2.8774,7.5666,2.6275,14.7006,38.1869,39.2428,1.7311,0.1539,0.9386,0.9775,0.0034,2.8006,14.0474,Investor
87469,male,Andrés,Arguello,Vega de Alatorre,Hidalgo,Mexico,49,24.734,6.847,183.8333,0.2162,0.0827,4.8175,0.7024,6.4281,7.2029,0.5585,4.1122,6.6155,3.4537,15.6471,29.5176,26.6745,1.9743,0.0924,0.2052,7.0705,0.0088,3.858,43.0062,Investor
176886,female,Enni,Kauppi,Marttila,Päijät-Häme,Finland,24,19.2952,38.736,111.1092,0.1332,0.0,0.0,1.008,6.7134,6.1049,0.6837,5.4477,16.5996,4.1997,12.7227,273.1768,21.7305,2.3065,0.0,0.0117,7.4138,0.0112,4.9529,75.5896,Investor
97894,male,Tristan,Thomsen,Nykøbing F,Midtjylland,Denmark,41,26.2765,7.8721,121.7343,0.2075,0.0,3.8789,0.7291,7.8989,2.0026,2.0739,2.0325,9.9559,1.0338,11.978,0.0,24.6131,1.3822,0.0014,0.0,2.6302,0.0169,1.8892,0.9024,Investor
55529,female,Nataša,Jakovljević,Subotica,North Banat,Serbia,24,19.8073,10.8526,157.4332,3.4865,0.0609,3.8776,0.7591,7.6568,4.2496,0.8062,4.756,5.1576,2.8409,14.3442,59.1858,22.6878,1.9613,0.0817,0.1069,5.5881,0.0303,4.9424,18.5746,Investor
167877,female,Hilda,Larson,Pembroke Pines,Oregon,United States,26,12.3555,39.0607,106.3675,0.3157,0.0,0.0,1.8727,5.0626,7.8608,0.4843,5.4095,5.3189,2.351,12.3802,129.1514,14.4586,2.2367,0.0816,0.0,2.2092,0.6993,5.2158,17.5236,Investor
134535,male,Matthieu,Guillot,Saint-Pierre,Essonne,France,20,27.7883,7.2941,164.7246,0.052,0.0,0.0,0.7569,2.9968,3.2314,0.5505,3.2285,6.4889,4.3067,14.2134,295.3575,28.2962,1.88,0.0,0.7833,5.2025,0.0,3.3075,69.4275,Investor
158108,female,آرمیتا,محمدخان,نیشابور,آذربایجان غربی,Iran,36,29.9537,7.9636,94.5934,1.9758,0.0473,3.7828,0.7081,8.0626,5.9716,2.6002,1.9037,13.4329,4.1816,11.6194,46.8593,34.843,1.3194,0.0,0.0,5.7361,0.0109,1.7565,81.5986,Investor
